Company_Name,% of Market Value,Sector,Market Allocation,Market Value,Shares,Ticker
Great Lakes Dredge & Dock Corp.,0.00%,Construction,US,"$48,776.87 ","6,283",GLDD
Janus International Group Inc.,0.00%,Construction,US,"$81,420.46 ","6,677",JBI
Primoris Services Corp.,0.00%,Construction,US,"$192,037.00 ","5,602",PRIM
Sterling Infrastructure Inc.,0.00%,Construction,US,"$151,150.91 ","3,022",STRL
Alphabet Inc.,1.56%,Consumer Digital Services,US,"$92,107,878.08 ","633,350",GOOG
Alphabet Inc.,1.33%,Consumer Digital Services,US,"$78,404,608.36 ","534,740",GOOG
Meta Platforms Inc.,1.30%,Consumer Digital Services,US,"$76,755,071.75 ","235,736",META
DoorDash Inc.,0.04%,Consumer Digital Services,US,"$2,531,035.83 ","30,530",DASH
Akamai Technologies Inc.,0.03%,Consumer Digital Services,US,"$1,848,469.16 ","16,644",AKAM
GoDaddy Inc.,0.03%,Consumer Digital Services,US,"$1,663,243.22 ","16,221",GDDY
Pinterest Inc.,0.03%,Consumer Digital Services,US,"$1,961,396.55 ","62,943",PINS
Dynatrace Inc.,0.02%,Consumer Digital Services,US,"$1,314,542.52 ","22,948",DT
IAC Inc.,0.01%,Consumer Digital Services,US,"$585,613.23 ","8,349",IAC
PagerDuty Inc.,0.01%,Consumer Digital Services,US,"$350,919.00 ","8,616",PD
Ziff Davis Inc.,0.01%,Consumer Digital Services,US,"$469,017.11 ","4,733",ZD
1stdibs.com Inc.,0.00%,Consumer Digital Services,US,"$5,703.76 ","1,120",DIBS
Arena Group Holdings Inc.,0.00%,Consumer Digital Services,US,"$6,293.35 ","1,133",AREN
Asana Inc.,0.00%,Consumer Digital Services,US,"$178,319.30 ","8,134",ASAN
Brightcove Inc.,0.00%,Consumer Digital Services,US,"$20,330.48 ","3,625",BCOV
Bumble Inc.,0.00%,Consumer Digital Services,US,"$253,105.60 ","10,259",BMBL
BuzzFeed Inc.,0.00%,Consumer Digital Services,US,"$5,222.49 ","7,185",BZFD
Clear Secure Inc.,0.00%,Consumer Digital Services,US,"$283,326.30 ","8,645",YOU
comScore Inc.,0.00%,Consumer Digital Services,US,"$11,392.09 ","8,325",SCOR
Definitive Healthcare Corp.,0.00%,Consumer Digital Services,US,"$48,433.44 ","3,341",DH
Direct Digital Holdings Inc.,0.00%,Consumer Digital Services,US,"$1,279.52 ",310,DRCT
EverQuote Inc.,0.00%,Consumer Digital Services,US,"$20,790.62 ","2,202",EVER
Kubient Inc.,0.00%,Consumer Digital Services,US,$834.12 ,"1,007",KBNT
Leafly Holdings Inc.,0.00%,Consumer Digital Services,US,$485.36 ,"1,059",LFLY
LiveRamp Holdings Inc.,0.00%,Consumer Digital Services,US,"$213,398.08 ","6,538",RAMP
Magnite Inc.,0.00%,Consumer Digital Services,US,"$172,317.58 ","13,530",MGNI
NerdWallet Inc.,0.00%,Consumer Digital Services,US,"$67,696.37 ","3,682",NRDS
Nextdoor Holdings Inc.,0.00%,Consumer Digital Services,US,"$35,654.56 ","12,472",KIND
ON24 Inc.,0.00%,Consumer Digital Services,US,"$60,978.33 ","5,173",ONTF
Porch Group Inc.,0.00%,Consumer Digital Services,US,"$11,233.75 ","9,111",PRCH
PubMatic Inc.,0.00%,Consumer Digital Services,US,"$78,162.52 ","4,223",PUBM
Rumble Inc.,0.00%,Consumer Digital Services,US,"$32,096.66 ","2,976",RUM
Shutterstock Inc.,0.00%,Consumer Digital Services,US,"$227,657.45 ","2,508",SSTK
Squarespace Inc.,0.00%,Consumer Digital Services,US,"$198,329.44 ","4,707",SQSP
Super League Gaming Inc.,0.00%,Consumer Digital Services,US,"$1,666.26 ","2,510",SLGG
TechTarget Inc.,0.00%,Consumer Digital Services,US,"$130,936.98 ","2,835",TTGT
Upwork Inc.,0.00%,Consumer Digital Services,US,"$165,008.42 ","12,726",UPWK
Vinco Ventures Inc.,0.00%,Consumer Digital Services,US,"$4,524.37 ","18,228",BBIG
WM Technology Inc.,0.00%,Consumer Digital Services,US,"$10,722.05 ","10,919",MAPS
Yelp Inc.,0.00%,Consumer Digital Services,US,"$279,782.94 ","6,902",YELP
Zedge Inc.,0.00%,Consumer Digital Services,US,"$4,165.06 ","1,553",ZDGE
Arlo Technologies Inc.,0.00%,Consumer Electronics,US,"$75,927.70 ","8,702",ARLO
Emerson Radio Corp.,0.00%,Consumer Electronics,US,$15.78 ,22,MSN
Knowles Corp.,0.00%,Consumer Electronics,US,"$222,054.97 ","9,709",KN
Koss Corp.,0.00%,Consumer Electronics,US,"$2,943.63 ",514,KOSS
Ondas Holdings Inc.,0.00%,Consumer Electronics,US,"$4,945.84 ","3,650",ONDS
Snap One Holdings Corp.,0.00%,Consumer Electronics,US,"$23,947.69 ","1,811",SNPO
Sobr Safe Inc.,0.00%,Consumer Electronics,US,"$2,972.57 ","1,060",SOBR
Universal Electronics Inc.,0.00%,Consumer Electronics,US,"$14,180.63 ","1,041",UEIC
Vizio Holding Corp.,0.00%,Consumer Electronics,US,"$69,620.92 ","5,996",VZIO
VOXX International Corp.,0.00%,Consumer Electronics,US,"$22,962.60 ","1,327",VOXX
Vuzix Corp.,0.00%,Consumer Electronics,US,"$36,452.38 ","6,693",VUZI
Ally Financial Inc.,0.02%,Consumer Lending,US,"$1,016,392.08 ","28,438",ALLY
OneMain Holdings Inc.,0.01%,Consumer Lending,US,"$661,167.50 ","12,718",OMF
Consumer Portfolio Services Inc.,0.00%,Consumer Lending,US,"$15,230.46 ","1,080",CPSS
Enova International Inc.,0.00%,Consumer Lending,US,"$189,901.97 ","3,191",ENVA
LendingClub Corp.,0.00%,Consumer Lending,US,"$108,878.32 ","11,192",LC
LendingTree Inc.,0.00%,Consumer Lending,US,"$35,389.73 ","1,096",TREE
MoneyGram International Inc.,0.00%,Consumer Lending,US,"$126,380.31 ","9,181",MGI
Navient Corp.,0.00%,Consumer Lending,US,"$236,092.83 ","10,536",NAVI
Nelnet Inc.,0.00%,Consumer Lending,US,"$158,064.47 ","1,211",NNI
OppFi Inc.,0.00%,Consumer Lending,US,"$4,293.41 ","1,668",OPFI
PRA Group Inc.,0.00%,Consumer Lending,US,"$196,097.27 ","3,991",PRAA
Regional Management Corp.,0.00%,Consumer Lending,US,"$27,707.26 ",764,RM
SHF Holdings Inc.,0.00%,Consumer Lending,US,$53.09 ,70,SHFS
Upstart Holdings Inc.,0.00%,Consumer Lending,US,"$136,408.68 ","7,243",UPST
Uber Technologies Inc.,0.14%,Consumer Services: Misc.,US,"$8,510,918.20 ","202,313",UBER
Copart Inc.,0.08%,Consumer Services: Misc.,US,"$4,858,772.30 ","45,366",CPRT
eBay Inc.,0.06%,Consumer Services: Misc.,US,"$3,577,447.39 ","56,870",EBAY
H&R Block Inc.,0.01%,Consumer Services: Misc.,US,"$740,216.90 ","16,112",HRB
Lyft Inc.,0.01%,Consumer Services: Misc.,US,"$481,650.32 ","34,683",LYFT
Cars.com Inc.,0.00%,Consumer Services: Misc.,US,"$175,709.77 ","6,627",CARS
Franchise Group Inc.,0.00%,Consumer Services: Misc.,US,"$102,610.67 ","2,589",FRG
Mister Car Wash Inc.,0.00%,Consumer Services: Misc.,US,"$96,117.66 ","8,043",MCW
Rover Group Inc.,0.00%,Consumer Services: Misc.,US,"$76,180.38 ","12,412",ROVR
Vacasa Inc.,0.00%,Consumer Services: Misc.,US,"$11,320.28 ","10,489",VCSA
Wag! Group Co.,0.00%,Consumer Services: Misc.,US,$63.37 ,20,PET
WW International Inc.,0.00%,Consumer Services: Misc.,US,"$65,095.80 ","5,754",WW
Crown Holdings Inc.,0.03%,Containers and Packaging,US,"$1,478,254.69 ","12,720",CCK
Packaging Corp. of America,0.03%,Containers and Packaging,US,"$1,741,331.26 ","9,502",PKG
AptarGroup Inc.,0.02%,Containers and Packaging,US,"$1,111,940.27 ","6,925",ATR
Graphic Packaging Holding Co.,0.02%,Containers and Packaging,US,"$1,085,348.72 ","32,485",GPK
Sealed Air Corp.,0.02%,Containers and Packaging,US,"$992,602.79 ","15,266",SEE
Westrock Co.,0.02%,Containers and Packaging,US,"$1,097,237.52 ","27,058",WRK
O-I Glass Inc.,0.01%,Containers and Packaging,US,"$497,954.07 ","16,357",OI
Sonoco Products Co.,0.01%,Containers and Packaging,US,"$847,041.92 ","10,313",SON
Greif Inc.,0.00%,Containers and Packaging,US,"$239,836.18 ","2,819",GEF
Greif Inc.,0.00%,Containers and Packaging,US,"$16,126.20 ",151,GEF
Karat Packaging Inc.,0.00%,Containers and Packaging,US,"$10,713.22 ",583,KRT
Myers Industries Inc.,0.00%,Containers and Packaging,US,"$93,161.16 ","3,629",MYE
TriMas Corp.,0.00%,Containers and Packaging,US,"$156,216.56 ","4,538",TRS
Veritiv Corp.,0.00%,Containers and Packaging,US,"$209,718.55 ","1,348",VRTV
Southern Co.,0.20%,Conventional Electricity,US,"$11,494,544.05 ","115,350",SO
American Electric Power Co. Inc.,0.12%,Conventional Electricity,US,"$6,817,526.09 ","54,446",AEP
Dominion Energy Inc.,0.12%,Conventional Electricity,US,"$6,849,286.65 ","88,474",D
Exelon Corp.,0.10%,Conventional Electricity,US,"$6,050,332.11 ","105,223",EXC
Consolidated Edison Inc.,0.09%,Conventional Electricity,US,"$5,016,600.61 ","37,602",ED
Xcel Energy Inc.,0.09%,Conventional Electricity,US,"$5,517,101.41 ","58,248",XEL
Public Service Enterprise Group Inc.,0.08%,Conventional Electricity,US,"$4,522,310.50 ","52,814",PEG
Edison International,0.07%,Conventional Electricity,US,"$4,039,697.46 ","40,512",EIX
Eversource Energy,0.07%,Conventional Electricity,US,"$3,878,727.07 ","36,888",NU
Constellation Energy Corp.,0.06%,Conventional Electricity,US,"$3,626,510.67 ","34,583",CEG
DTE Energy Co.,0.05%,Conventional Electricity,US,"$2,653,109.37 ","17,420",DTE
FirstEnergy Corp.,0.05%,Conventional Electricity,US,"$3,104,263.72 ","57,568",FE
PPL Corp.,0.05%,Conventional Electricity,US,"$3,029,316.27 ","77,852",PPL
AES Corp.,0.04%,Conventional Electricity,US,"$2,269,494.49 ","70,798",AES
CMS Energy Corp.,0.04%,Conventional Electricity,US,"$2,598,292.48 ","30,803",CMS
Alliant Energy Corp.,0.03%,Conventional Electricity,US,"$1,986,709.77 ","26,594",LNT
Evergy Inc.,0.03%,Conventional Electricity,US,"$2,044,354.93 ","24,294",EVRG
NRG Energy Inc.,0.02%,Conventional Electricity,US,"$1,124,596.82 ","24,292",NRG
OGE Energy Corp.,0.02%,Conventional Electricity,US,"$1,073,995.71 ","21,116",OGE
Pinnacle West Capital Corp.,0.02%,Conventional Electricity,US,"$1,269,605.18 ","11,943",PNW
Vistra Corp.,0.02%,Conventional Electricity,US,"$1,362,161.64 ","42,137",VST
ALLETE Inc.,0.01%,Conventional Electricity,US,"$508,384.94 ","6,015",ALE
Avangrid Inc.,0.01%,Conventional Electricity,US,"$453,771.58 ","8,319",AGR
Hawaiian Electric Industries Inc.,0.01%,Conventional Electricity,US,"$612,832.69 ","11,536",HE
IDACORP Inc.,0.01%,Conventional Electricity,US,"$804,962.19 ","5,347",IDA
MGE Energy Inc.,0.01%,Conventional Electricity,US,"$400,452.31 ","3,858",MGEE
NorthWestern Corp.,0.01%,Conventional Electricity,US,"$504,788.35 ","6,356",NWE
NuScale Power Corp.,0.00%,Conventional Electricity,US,"$53,011.68 ","4,411",SMR
Unitil Corp.,0.00%,Conventional Electricity,US,"$128,782.16 ","1,710",UTL
Freeport-McMoRan Inc.,0.13%,Copper,US,"$7,782,264.79 ","151,517",FCX
Lockheed Martin Corp.,0.28%,Defense,US,"$16,636,046.84 ","26,437",LMT
L3Harris Technologies Inc.,0.09%,Defense,US,"$5,330,686.45 ","20,162",LHX
Huntington Ingalls Industries Inc.,0.02%,Defense,US,"$1,151,271.61 ","4,214",HII
Aerojet Rocketdyne Holdings Inc.,0.01%,Defense,US,"$616,591.01 ","8,068",AJRD
AeroVironment Inc.,0.01%,Defense,US,"$343,129.58 ","2,515",AVAV
Air Industries Group,0.00%,Defense,US,"$1,163.45 ",236,AIRI
Ault Alliance Inc.,0.00%,Defense,US,"$3,424.01 ","27,956",AULT
Cadre Holdings Inc.,0.00%,Defense,US,"$47,545.73 ","1,666",CDRE
Espey Mfg. & Electronics Corp.,0.00%,Defense,US,"$3,771.56 ",126,ESP
Frequency Electronics Inc.,0.00%,Defense,US,"$6,859.46 ",778,FEIM
Leonardo DRS Inc.,0.00%,Defense,US,"$110,382.99 ","5,413",DRS
National Presto Industries Inc.,0.00%,Defense,US,"$56,360.14 ",612,NPK
Spire Global Inc.,0.00%,Defense,US,"$9,622.09 ","10,146",SPIR
VirTra Inc.,0.00%,Defense,US,"$6,409.48 ",896,VTSI
VSE Corp.,0.00%,Defense,US,"$70,109.77 ","1,224",VSEC
Brown-Forman Corp.,0.05%,Distillers and Vintners,US,"$2,890,117.53 ","32,773",BF-B
Brown-Forman Corp.,0.05%,Distillers and Vintners,US,"$2,890,117.53 ","32,773",BF-B
Brown-Forman Corp.,0.01%,Distillers and Vintners,US,"$488,555.74 ","5,474",BF-B
Brown-Forman Corp.,0.01%,Distillers and Vintners,US,"$488,555.74 ","5,474",BF-B
Vintage Wine Estates Inc.,0.00%,Distillers and Vintners,US,"$8,019.59 ","4,417",VWE
Willamette Valley Vineyards Inc.,0.00%,Distillers and Vintners,US,"$4,272.68 ",520,WVVI
Berkshire Hathaway Inc.,1.40%,Diversified Financial Services,US,"$82,592,542.23 ","185,545",BRK-B
Ameriprise Financial Inc.,0.08%,Diversified Financial Services,US,"$4,608,508.88 ","11,148",AMP
Berkshire Hathaway Inc.,0.04%,Diversified Financial Services,US,"$2,440,620.13 ",4,BRK-B
Equitable Holdings Inc.,0.02%,Diversified Financial Services,US,"$1,350,222.03 ","38,345",EQH
Houlihan Lokey Inc.,0.01%,Diversified Financial Services,US,"$662,543.84 ","5,351",HLI
Stifel Financial Corp.,0.01%,Diversified Financial Services,US,"$872,568.03 ","10,739",SF
Forge Global Holdings Inc.,0.00%,Diversified Financial Services,US,"$19,294.75 ","10,628",FRGE
NeuroOne Medical Technologies Corp.,0.00%,Diversified Financial Services,US,"$1,909.06 ",915,NMTC
Safeguard Scientifics Inc.,0.00%,Diversified Financial Services,US,"$3,506.96 ","1,422",SFE
SWK Holdings Corp.,0.00%,Diversified Financial Services,US,"$32,460.41 ","1,367",SWKH
General Electric Co.,0.26%,Diversified Industrials,US,"$15,471,930.32 ","115,385",GE
Eaton Corp. plc,0.16%,Diversified Industrials,IE,"$9,550,921.49 ","42,182",ETN
Illinois Tool Works Inc.,0.16%,Diversified Industrials,US,"$9,532,805.82 ","29,082",ITW
3M Co.,0.14%,Diversified Industrials,US,"$8,496,811.19 ","59,042",MMM
DuPont de Nemours Inc.,0.07%,Diversified Industrials,US,"$4,126,434.35 ","43,684",DD
Valmont Industries Inc.,0.02%,Diversified Industrials,US,"$893,483.28 ","2,270",VMI
CSW Industrials Inc.,0.01%,Diversified Industrials,US,"$302,404.74 ","1,657",CSWI
ESCO Technologies Inc.,0.01%,Diversified Industrials,US,"$347,085.24 ","2,738",ESE
Barnes Group Inc.,0.00%,Diversified Industrials,US,"$288,959.53 ","5,074",B
Enerpac Tool Group Corp.,0.00%,Diversified Industrials,US,"$194,055.79 ","6,028",EPAC
RCM Technologies Inc.,0.00%,Diversified Industrials,US,"$5,920.10 ",389,RCMT
Servotronics Inc.,0.00%,Diversified Industrials,US,$482.97 ,29,SVT
Avery Dennison Corp.,0.03%,Diversified Materials,US,"$2,022,939.64 ","8,557",AVY
Koppers Holdings Inc.,0.00%,Diversified Materials,US,"$91,042.10 ","2,048",KOP
Minerals Technologies Inc.,0.00%,Diversified Materials,US,"$275,464.13 ","3,431",MTX
Broadstone Net Lease Inc.,0.01%,Diversified REITs,US,"$434,726.68 ","19,843",BNL
Essential Properties Realty Trust Inc.,0.01%,Diversified REITs,US,"$544,841.67 ","16,248",EPRT
LXP Industrial Trust,0.01%,Diversified REITs,US,"$397,944.75 ","31,247",LXP
Alexander & Baldwin Inc.,0.00%,Diversified REITs,US,"$198,206.40 ","7,608",ALEX
Alpine Income Property Trust Inc.,0.00%,Diversified REITs,US,"$32,411.60 ","1,488",PINE
American Assets Trust Inc.,0.00%,Diversified REITs,US,"$117,138.67 ","4,750",AAT
Armada Hoffler Properties Inc.,0.00%,Diversified REITs,US,"$102,724.57 ","6,469",AHH
Generation Income Properties Inc.,0.00%,Diversified REITs,US,$662.70 ,111,GIPR
Modiv Inc.,0.00%,Diversified REITs,US,"$11,397.10 ",765,MODV
One Liberty Properties Inc.,0.00%,Diversified REITs,US,"$55,821.79 ","1,871",OLP
Presidio Property Trust Inc.,0.00%,Diversified REITs,US,$793.13 ,629,SQFT
Presidio Property Trust Inc.,0.00%,Diversified REITs,US,$793.13 ,629,SQFT
Presidio Property Trust Inc.,0.00%,Diversified REITs,US,$23.33 ,376,SQFT
Presidio Property Trust Inc.,0.00%,Diversified REITs,US,$23.33 ,376,SQFT
Safehold Inc.,0.00%,Diversified REITs,US,"$153,458.71 ","4,086",SAFE
Star Holdings,0.00%,Diversified REITs,US,"$28,679.73 ","1,312",STHO
Whitestone REIT,0.00%,Diversified REITs,US,"$63,468.92 ","5,234",WSR
Amazon.com Inc.,2.24%,Diversified Retailers,US,"$131,801,440.21 ","922,534",AMZN
Costco Wholesale Corp.,0.54%,Diversified Retailers,US,"$32,042,557.71 ","46,998",COST
Walmart Inc.,0.50%,Diversified Retailers,US,"$29,213,147.64 ","142,822",WMT
Target Corp.,0.18%,Diversified Retailers,US,"$10,423,967.19 ","48,772",TGT
Dollar General Corp.,0.12%,Diversified Retailers,US,"$7,107,671.23 ","23,689",DG
Dollar Tree Inc.,0.08%,Diversified Retailers,US,"$4,634,416.59 ","22,254",DLTR
Etsy Inc.,0.03%,Diversified Retailers,US,"$1,805,620.22 ","13,191",ETSY
BJ's Wholesale Club Holdings Inc.,0.02%,Diversified Retailers,US,"$1,470,322.09 ","14,210",BJ
Macy's Inc.,0.01%,Diversified Retailers,US,"$636,774.36 ","28,764",M
Big Lots Inc.,0.00%,Diversified Retailers,US,"$34,439.42 ","2,828",BIG
ContextLogic Inc.,0.00%,Diversified Retailers,US,"$20,617.39 ","2,111",WISH
Dillard's Inc.,0.00%,Diversified Retailers,US,"$167,071.63 ",413,DDS
Gaia Inc.,0.00%,Diversified Retailers,US,"$6,289.03 ","1,527",GAIA
Liquidity Services Inc.,0.00%,Diversified Retailers,US,"$47,991.80 ","2,710",LQDT
Live Ventures Inc.,0.00%,Diversified Retailers,US,"$6,621.11 ",154,LIVE
McKesson Corp.,0.12%,Drug Retailers,US,"$7,159,741.79 ","14,508",MCK
AmerisourceBergen Corp.,0.07%,Drug Retailers,US,"$4,120,447.49 ","18,227",ABC
Walgreens Boots Alliance Inc.,0.06%,Drug Retailers,US,"$3,713,199.49 ","77,750",WBA
MedAvail Holdings Inc.,0.00%,Drug Retailers,US,$915.69 ,"3,297",MDVL
Bright Horizons Family Solutions Inc.,0.01%,Education Services,US,"$631,075.41 ","6,119",BFAM
Chegg Inc.,0.01%,Education Services,US,"$311,719.88 ","12,796",CHGG
Duolingo Inc.,0.01%,Education Services,US,"$549,268.05 ","2,977",DUOL
Grand Canyon Education Inc.,0.01%,Education Services,US,"$530,087.52 ","3,296",LOPE
2U Inc.,0.00%,Education Services,US,"$60,496.87 ","8,060",TWOU
American Public Education Inc.,0.00%,Education Services,US,"$16,205.60 ","2,098",APEI
Coursera Inc.,0.00%,Education Services,US,"$192,647.02 ","11,430",COUR
Perdoceo Education Corp.,0.00%,Education Services,US,"$116,119.13 ","6,603",PRDO
Strategic Education Inc.,0.00%,Education Services,US,"$279,374.39 ","2,343",STRA
Stride Inc.,0.00%,Education Services,US,"$251,306.70 ","4,318",LRN
Udemy Inc.,0.00%,Education Services,US,"$99,495.79 ","8,079",UDMY
Hubbell Inc.,0.04%,Electrical Components,US,"$2,075,028.29 ","5,687",HUBB
nVent Electric plc,0.02%,Electrical Components,IE,"$1,005,034.50 ","17,692",NVT
Regal Rexnord Corp.,0.02%,Electrical Components,US,"$1,215,986.19 ","6,895",RRX
WESCO International Inc.,0.02%,Electrical Components,US,"$1,053,726.40 ","5,401",WCC
Belden Inc.,0.01%,Electrical Components,US,"$483,940.29 ","4,528",BDC
Encore Wire Corp.,0.01%,Electrical Components,US,"$389,865.71 ","1,841",WIRE
EnerSys,0.01%,Electrical Components,US,"$489,073.73 ","4,351",ENS
Littelfuse Inc.,0.01%,Electrical Components,US,"$863,332.55 ","2,631",LFUS
AZZ Inc.,0.00%,Electrical Components,US,"$126,362.91 ","2,472",AZZ
Energous Corp.,0.00%,Electrical Components,US,"$3,394.38 ","6,674",WATT
Enovix Corp.,0.00%,Electrical Components,US,"$185,319.78 ","12,642",ENVX
Microvast Holdings Inc.,0.00%,Electrical Components,US,"$22,584.12 ","15,875",MVST
Powell Industries Inc.,0.00%,Electrical Components,US,"$50,267.40 ",926,POWL
RF Industries Ltd.,0.00%,Electrical Components,US,"$4,635.44 ",849,RFIL
Ultralife Corp.,0.00%,Electrical Components,US,"$6,734.26 ","1,186",ULBI
Amphenol Corp.,0.11%,Electronic Components,US,"$6,445,646.95 ","63,038",APH
Corning Inc.,0.06%,Electronic Components,US,"$3,632,960.13 ","80,718",GLW
Arrow Electronics Inc.,0.02%,Electronic Components,US,"$955,071.08 ","6,160",ARW
Jabil Inc.,0.02%,Electronic Components,US,"$1,417,108.80 ","13,384",JBL
Fabrinet,0.01%,Electronic Components,KY,"$499,249.85 ","3,881",FN
Plexus Corp.,0.01%,Electronic Components,US,"$346,097.58 ","2,920",PLXS
Benchmark Electronics Inc.,0.00%,Electronic Components,US,"$104,762.27 ","3,622",BHE
Kimball Electronics Inc.,0.00%,Electronic Components,US,"$63,314.48 ","2,321",KE
Methode Electronics Inc.,0.00%,Electronic Components,US,"$202,298.58 ","3,643",MEI
MicroVision Inc.,0.00%,Electronic Components,US,"$44,684.00 ","16,490",MVIS
Ouster Inc.,0.00%,Electronic Components,US,"$14,978.21 ","3,123",OUST
TTM Technologies Inc.,0.00%,Electronic Components,US,"$153,806.53 ","9,612",TTMI
Electronic Arts Inc.,0.09%,Electronic Entertainment,US,"$5,008,940.98 ","29,047",EA
Turtle Beach Corp.,0.00%,Electronic Entertainment,US,"$26,378.36 ","1,791",HEAR
Johnson Controls International plc,0.10%,Electronic Equipment: Control and Filter,IE,"$5,904,226.64 ","72,825",JCI
Rockwell Automation Inc.,0.08%,Electronic Equipment: Control and Filter,US,"$4,671,359.11 ","12,166",ROK
IDEX Corp.,0.04%,Electronic Equipment: Control and Filter,US,"$2,237,379.56 ","8,004",IEX
Zebra Technologies Corp.,0.04%,Electronic Equipment: Control and Filter,US,"$2,127,004.72 ","5,451",ZBRA
Donaldson Co. Inc.,0.02%,Electronic Equipment: Control and Filter,US,"$1,112,343.94 ","12,919",DCI
Brady Corp.,0.01%,Electronic Equipment: Control and Filter,US,"$319,128.23 ","4,616",BRC
Crane Co.,0.01%,Electronic Equipment: Control and Filter,US,"$494,896.49 ","5,068",CR
MKS Instruments Inc.,0.01%,Electronic Equipment: Control and Filter,US,"$801,186.64 ","7,051",MKSI
MSA Safety Inc.,0.01%,Electronic Equipment: Control and Filter,US,"$693,032.66 ","3,942",MSA
Resideo Technologies Inc.,0.01%,Electronic Equipment: Control and Filter,US,"$355,105.06 ","14,725",REZI
Watts Water Technologies Inc.,0.01%,Electronic Equipment: Control and Filter,US,"$634,495.41 ","2,896",WTS
CIRCOR International Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$76,082.60 ","2,017",CIR
Digital Ally Inc.,0.00%,Electronic Equipment: Control and Filter,US,$762.46 ,178,DGLY
Energy Recovery Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$161,722.31 ","5,298",ERII
Hayward Holdings Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$203,504.22 ","12,475",HAYW
Helios Technologies Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$281,116.58 ","3,450",HLIO
Latch Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$11,191.19 ","10,458",LTCH
Molekule Group Inc.,0.00%,Electronic Equipment: Control and Filter,US,$595.50 ,265,MKUL
OSI Systems Inc.,0.00%,Electronic Equipment: Control and Filter,US,"$247,044.39 ","1,614",OSIS
Mettler-Toledo International Inc.,0.08%,Electronic Equipment: Gauges and Meters,US,"$4,729,809.52 ","2,341",MTD
Cognex Corp.,0.02%,Electronic Equipment: Gauges and Meters,US,"$1,123,609.82 ","17,390",CGNX
Badger Meter Inc.,0.01%,Electronic Equipment: Gauges and Meters,US,"$557,705.85 ","3,111",BMI
Itron Inc.,0.01%,Electronic Equipment: Gauges and Meters,US,"$347,181.08 ","4,799",ITRI
Verra Mobility Corp.,0.01%,Electronic Equipment: Gauges and Meters,US,"$364,480.86 ","15,871",VRRM
